VALUE,EVT_Fuel,EVT_Name,EVT_LF,SystemGroupID,SystmGrpPhys,SystmGrpName,SAF_SRM,NVCSOrder,NVCSClass,NVCSSubclass,r,g,b,Red,Green,Blue
3576,2483,South Florida Everglades Sawgrass Marsh,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3577,2485,East Gulf Coastal Plain Savanna and Wet Prairie,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3578,2485,East Gulf Coastal Plain Savanna and Wet Prairie,Shrub,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3579,2489,Floridian Highlands Freshwater Marsh,Shrub,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3580,2489,Floridian Highlands Freshwater Marsh,Tree,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3581,2483,South Florida Everglades Sawgrass Marsh,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3582,2582,Ozark-Ouachita Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3583,2583,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3584,2584,West Gulf Coastal Plain Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3585,2585,West Gulf Coastal Plain Pine-Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3586,2586,West Gulf Coastal Plain Sandhill Oak Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3587,2587,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3588,2588,East Gulf Coastal Plain Southern Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.392157,0.800000,0.807843
3589,2589,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.392157,0.800000,0.807843
3590,2590,West Gulf Coastal Plain Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1.000000,0.450980
3591,2591,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1.000000,0.450980
3600,2600,Western North American Boreal White Spruce Forest,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Treed,Closed tree canopy,Evergreen,182,250,227,0.713725,0.980392,0.890196
3601,2601,Western North American Boreal Treeline White Spruce Woodland,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Treed,Open Tree Canopy,Evergreen,182,250,227,0.713725,0.980392,0.890196
3602,2602,Western North American Boreal Spruce-Lichen Woodland,Tree,778,Shrubland,Spruce-Lichen Woodland,SAF 204: Black Spruce,Treed,Open Tree Canopy,Evergreen,182,250,277,0.713725,0.980392,1.086275
3603,2603,Alaska Boreal White Spruce Forest,Tree,785,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Treed,Closed tree canopy,Evergreen,182,250,227,0.713725,0.980392,0.890196
3604,2604,Western North American Boreal Mesic Black Spruce Forest,Tree,758,Conifer,Black Spruce Forest and Woodland,SAF 204: Black Spruce,Treed,Closed tree canopy,Evergreen,182,250,277,0.713725,0.980392,1.086275
3605,2605,Western North American Boreal Mesic Birch-Aspen Forest,Tree,756,Hardwood,Birch-Aspen Forest,SAF 252: Paper Birch,Treed,Closed tree canopy,Deciduous,0,92,0,0.000000,0.360784,0.000000
3606,2606,Western North American Boreal Dry Aspen-Steppe Bluff,Tree,760,Hardwood,Dry Aspen-Steppe Bluff,SAF 217: Aspen,Treed,Sparse Tree Canopy,Deciduous,192,255,138,0.752941,1.000000,0.541176
3607,2607,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Tree,753,Hardwood,Balsam Poplar-Aspen Woodland,SAF 203: Balsam Poplar,Treed,Open tree canopy,Deciduous,18,76,135,0.070588,0.298039,0.529412
3608,2608,Alaska Sub-boreal Avalanche Slope Shrubland,Shrub,752,Shrubland,Avalanche Slope Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3609,2609,Alaska Sub-boreal Mesic Subalpine Alder Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3610,2610,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub,Shrubland,Deciduous,73,175,188,0.286275,0.686275,0.737255
3611,2611,Western North American Sub-boreal Mesic Bluejoint Meadow,Herb,783,Riparian,Wet Meadow,SRM 905: Bluejoint Reedgrass,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial Graminoid,255,25,8,1.000000,0.098039,0.031373
3612,2612,Western North American Boreal Dry Grassland,Herb,759,Grassland,Boreal Grassland,SRM 908: Fescue,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial Graminoid,255,114,48,1.000000,0.447059,0.188235
3631,2631,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Dwarf Shrubland,Deciduous,212,129,34,0.831373,0.505882,0.133333
3633,2633,Western North American Boreal Alpine Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 902: Alpine Herb,Herbaceous/Non-vascular,Herbaceous - forbland,Perennial forb,255,211,119,1.000000,0.827451,0.466667
3634,2634,Western North American Boreal Alpine Dryas Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 907: Dryas,Shrub,Dwarf Shrubland,Deciduous,255,102,0,1.000000,0.400000,0.000000
3635,2635,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Dwarf Shrubland,Deciduous,212,129,34,0.831373,0.505882,0.133333
3636,2636,Western North American Boreal Alpine Dwarf-Shrub-Lichen Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Dwarf Shrubland,Deciduous,212,129,34,0.831373,0.505882,0.133333
3638,2638,Alaska Arctic Mesic Alder Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3639,2639,Alaska Arctic Mesic-Wet Willow Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub,Shrubland,Deciduous,73,175,188,0.286275,0.686275,0.737255
3640,2640,Aleutian Mesic-Wet Willow Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub,Shrubland,Deciduous,73,175,188,0.286275,0.686275,0.737255
3641,2038,North Pacific Maritime Mesic Subalpine Parkland,Tree,627,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,92,0,0.000000,0.360784,0.000000
3642,2642,Aleutian Kenai Birch-Cottonwood-Poplar Forest,Tree,757,Hardwood,Birch-Cottonwood-Poplar Forest,SAF 252: Paper Birch,Treed,Closed tree canopy,Deciduous,0,92,0,0.000000,0.360784,0.000000
3643,2643,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Herbaceous - Shrub Steppe,Perennial Graminoid,212,129,34,0.831373,0.505882,0.133333
3644,2644,Alaskan Pacific Maritime Sitka Spruce Forest,Tree,638,Conifer,Sitka Spruce Forest,SAF 223: Sitka Spruce,Treed,Closed tree canopy,Evergreen,0,117,0,0.000000,0.458824,0.000000
3645,2645,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 902: Alpine Herb,Herbaceous/Non-vascular,Herbaceous - forbland,Perennial forb,255,211,119,1.000000,0.827451,0.466667
3646,2646,Alaskan Pacific Maritime Western Hemlock Forest,Tree,782,Conifer,Western Hemlock-Yellow-cedar Forest,SAF 227: Western Redcedar-Western Hemlock,Treed,Closed tree canopy,Evergreen,4,45,117,0.015686,0.176471,0.458824
3648,2648,Alaskan Pacific Maritime Mountain Hemlock Forest,Tree,627,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Treed,Closed tree canopy,Evergreen,0,92,0,0.000000,0.360784,0.000000
3649,2649,Alaskan Pacific Maritime Subalpine Mountain Hemlock Woodland,Tree,627,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Treed,Closed tree canopy,Evergreen,0,92,0,0.000000,0.360784,0.000000
3650,2650,Alaskan Pacific Maritime Periglacial Woodland and Shrubland,Tree,769,Shrubland,Periglacial Woodland and Shrubland,SAF 223: Sitka Spruce,Treed,Open Tree Canopy,Evergreen,0,117,0,0.000000,0.458824,0.000000
3651,2651,Aleutian Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 915: Mixed Herb-Herbaceous,Herbaceous/Non-vascular,Herbaceous - forbland,Perennial forb,255,85,33,1.000000,0.333333,0.129412
3652,2652,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3653,2653,Alaskan Pacific Maritime Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 915: Mixed Herb-Herbaceous,Herbaceous/Non-vascular,Herbaceous - forbland,Perennial forb,255,85,33,1.000000,0.333333,0.129412
3654,2654,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Tree,638,Conifer,Sitka Spruce Forest,SAF 223: Sitka Spruce,Treed,Closed tree canopy,Evergreen,0,117,0,0.000000,0.458824,0.000000
3671,2671,Aleutian American Dunegrass Grassland,Herb,761,Grassland,Dune Grassland,SRM 903: Beach Wildrye-Mixed Forb,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial Graminoid,255,0,0,1.000000,0.000000,0.000000
3672,2672,Alaskan Pacific Maritime Subalpine Copperbush Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3674,2674,Alaskan Pacific Maritime Alpine Sparse Shrub and Fell-field,Sparse,776,Shrubland,Sparse Shrub and Fell-field,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Dwarf Shrubland,Deciduous,212,129,34,0.831373,0.505882,0.133333
3675,2040,North Pacific Mesic Western Hemlock-Yellow-cedar Forest,Tree,782,Conifer,Western Hemlock-Yellow-cedar Forest,SAF 224: Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,82,0,0.000000,0.321569,0.000000
3677,2677,Alaska Sub-boreal White-Lutz Spruce Forest and Woodland,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Treed,Closed tree canopy,Evergreen,182,250,227,0.713725,0.980392,0.890196
3678,2678,Alaska Sub-boreal Mountain Hemlock-White Spruce Forest,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Treed,Closed tree canopy,Evergreen,182,250,227,0.713725,0.980392,0.890196
3679,2679,Alaska Sub-boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Treed,Closed tree canopy,Mixed,159,255,128,0.623529,1.000000,0.501961
3680,2680,Alaskan Pacific Maritime Avalanche Slope Shrubland,Shrub,752,Shrubland,Avalanche Slope Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3682,2682,Alaska Arctic Scrub Birch-Ericaceous Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Shrubland,Deciduous,212,129,34,0.831373,0.505882,0.133333
3683,2683,Alaska Arctic Mesic Sedge-Willow Tundra,Shrub,775,Shrubland,Shrub Tundra,SRM 916: Sedge-Shrub Tundra,Shrub,Herbaceous - Shrub Steppe,Perennial Graminoid,194,68,21,0.760784,0.266667,0.082353
3684,2684,Alaska Arctic Mesic Sedge-Dryas Tundra,Shrub,775,Shrubland,Shrub Tundra,SRM 916: Sedge-Shrub Tundra,Shrub,Herbaceous - Shrub Steppe,Perennial Graminoid,194,68,21,0.760784,0.266667,0.082353
3685,2685,Alaska Arctic Acidic Sparse Tundra,Sparse,777,Shrubland,Sparse Tundra,SRM 907: Dryas,Shrub,Dwarf Shrubland,Deciduous,255,102,0,1.000000,0.400000,0.000000
3686,2686,Alaska Arctic Non-Acidic Sparse Tundra,Sparse,777,Shrubland,Sparse Tundra,SRM 907: Dryas,Shrub,Dwarf Shrubland,Deciduous,255,102,0,1.000000,0.400000,0.000000
3687,2687,Alaska Arctic Lichen Tundra,Shrub,775,Shrubland,Shrub Tundra,SRM 911: Lichen Tundra,Herbaceous/Non-vascular,Nonvascular,Lichen,255,37,13,1.000000,0.145098,0.050980
3688,2688,Alaska Arctic Acidic Dryas Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 907: Dryas,Shrub,Dwarf Shrubland,Deciduous,255,102,0,1.000000,0.400000,0.000000
3689,2689,Alaska Arctic Non-Acidic Dryas Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 907: Dryas,Shrub,Dwarf Shrubland,Deciduous,255,102,0,1.000000,0.400000,0.000000
3690,2690,Alaska Arctic Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 907: Dryas,Shrub,Dwarf Shrubland,Deciduous,255,102,0,1.000000,0.400000,0.000000
3691,2691,Alaska Arctic Acidic Dwarf-Shrub Lichen Tundra,Shrub,775,Shrubland,Shrub Tundra,SRM 911: Lichen Tundra,Shrub,Dwarf Shrubland,Deciduous,255,37,13,1.000000,0.145098,0.050980
3692,2692,Alaska Arctic Non-Acidic Dwarf-Shrub Lichen Tundra,Shrub,775,Shrubland,Shrub Tundra,SRM 911: Lichen Tundra,Shrub,Dwarf Shrubland,Deciduous,255,37,13,1.000000,0.145098,0.050980
3699,2699,Alaska Arctic Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 915: Mixed Herb-Herbaceous,Herbaceous/Non-vascular,Herbaceous - forbland,Perennial forb,255,85,33,1.000000,0.333333,0.129412
3709,2709,Alaska Arctic Marine Beach and Beach Meadow,Herb,754,Grassland,Beach Meadow,SRM 903: Beach Wildrye-Mixed Forb,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial Graminoid,255,0,0,1.000000,0.000000,0.000000
3718,2718,Aleutian Mesic Alder-Salmonberry Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub,Shrubland,Deciduous,146,237,224,0.572549,0.929412,0.878431
3719,2719,Aleutian Crowberry-Herbaceous Heath,Shrub,762,Shrubland,Dwarf Shrubland,LF 72: Peatland Forests,Shrub,Herbaceous - Shrub Steppe,Perennial Graminoid,79,36,26,0.309804,0.141176,0.101961
3720,2720,Aleutian Mixed Dwarf-Shrub-Herbaceous Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub,Herbaceous - Shrub Steppe,Perennial Graminoid,212,129,34,0.831373,0.505882,0.133333
3725,2725,Aleutian Marine Beach and Beach Meadow,Herb,754,Grassland,Beach Meadow,SRM 903: Beach Wildrye-Mixed Forb,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial Graminoid,255,0,0,1.000000,0.000000,0.000000
3730,2730,Aleutian Sparse Heath and Fell-Field,Sparse,776,Shrubland,Sparse Shrub and Fell-field,LF 72: Peatland Forests,Shrub,Dwarf Shrubland,Deciduous,79,36,26,0.309804,0.141176,0.101961
3731,2731,Aleutian Oval-leaf Blueberry Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub,Shrubland,Deciduous,73,175,188,0.286275,0.686275,0.737255
3736,31,Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.749020,0.749020,0.749020
3737,12,Snow-Ice,Snow-Ice,12,Non-vegetated,Snow-Ice,LF 12: Snow-Ice,Non-vegetated,Non-vegetated,Non-vegetated,159,161,240,0.623529,0.631373,0.941176
3738,11,Open Water,Water,11,Non-vegetated,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0.000000,0.000000,1.000000
3739,2178,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,645,Conifer,Western Red-cedar-Western Hemlock Forest,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,4,45,117,0.015686,0.176471,0.458824
3740,2740,Boreal Aquatic Beds,Herb,764,Riparian,Freshwater Aquatic Bed,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Aquatic,255,153,0,1.000000,0.600000,0.000000
3741,2741,Polar Tidal Marshes and Aquatic Beds,Herb,780,Riparian,Tidal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,10,1.000000,0.600000,0.039216
3742,2742,"Temperate Pacific Tidal Marshes, Aquatic Beds, and Intertidal Flats",Herb,779,Riparian,Tidal Flat,LF 50: Tidal Flats and Marshes,No dominant lifeform,Sparsely Vegetated,Sparsely vegetated,255,153,10,1.000000,0.600000,0.039216
3743,2743,Aleutian Herbaceous Wetlands,Herb,765,Riparian,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1.000000,0.600000,0.000000
3744,2744,Arctic Herbaceous Wetlands,Herb,765,Riparian,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1.000000,0.600000,0.000000
3745,2745,Boreal Herbaceous Wetlands,Herb,783,Riparian,Wet Meadow,LF 40: Sedge Meadow,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,205,112,1.000000,0.803922,0.439216
3746,2746,Pacific Maritime Herbaceous Wetlands,Herb,765,Riparian,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1.000000,0.600000,0.000000
3747,2747,Arctic Sedge Meadows,Shrub,783,Riparian,Wet Meadow,LF 40: Sedge Meadow,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,205,112,1.000000,0.803922,0.439216
3748,2743,Aleutian Herbaceous Wetlands,Shrub,765,Riparian,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1.000000,0.600000,0.000000
3749,2749,Pacific Maritime Coastal Meadows and Slough-Levee,Herb,754,Grassland,Beach Meadow,SRM 903: Beach Wildrye-Mixed Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,0,0,1.000000,0.000000,0.000000
